User_id,Date,itemDescription,year,month,day,day_of_week
4721,07-01-2014,processed cheese,2014,1,7,1
2035,07-01-2014,rice,2014,1,7,1
4251,07-01-2014,rolls/buns,2014,1,7,1
3189,07-01-2014,fruit/vegetable juice,2014,1,7,1
4721,07-01-2014,specialty bar,2014,1,7,1
2035,07-01-2014,jam,2014,1,7,1
3322,08-01-2014,pip fruit,2014,1,8,2
3524,08-01-2014,frozen meals,2014,1,8,2
4130,08-01-2014,root vegetables,2014,1,8,2
3172,08-01-2014,whole milk,2014,1,8,2
3911,08-01-2014,other vegetables,2014,1,8,2
1417,08-01-2014,yogurt,2014,1,8,2
1759,08-01-2014,pet care,2014,1,8,2
3628,08-01-2014,curd,2014,1,8,2
1291,08-01-2014,onions,2014,1,8,2
2399,08-01-2014,citrus fruit,2014,1,8,2
3694,08-01-2014,whole milk,2014,1,8,2
4933,08-01-2014,whole milk,2014,1,8,2
3841,08-01-2014,specialty cheese,2014,1,8,2
4130,08-01-2014,semi-finished bread,2014,1,8,2
4375,08-01-2014,chicken,2014,1,8,2
4376,08-01-2014,pork,2014,1,8,2
2933,08-01-2014,soda,2014,1,8,2
3722,08-01-2014,syrup,2014,1,8,2
3322,08-01-2014,soda,2014,1,8,2
3524,08-01-2014,margarine,2014,1,8,2
4130,08-01-2014,canned beer,2014,1,8,2
3172,08-01-2014,newspapers,2014,1,8,2
3911,08-01-2014,margarine,2014,1,8,2
1417,08-01-2014,frozen meals,2014,1,8,2
1759,08-01-2014,newspapers,2014,1,8,2
3628,08-01-2014,cream cheese ,2014,1,8,2
1291,08-01-2014,sugar,2014,1,8,2
2399,08-01-2014,chocolate,2014,1,8,2
3694,08-01-2014,dessert,2014,1,8,2
4933,08-01-2014,root vegetables,2014,1,8,2
3841,08-01-2014,brown bread,2014,1,8,2
4130,08-01-2014,newspapers,2014,1,8,2
4375,08-01-2014,domestic eggs,2014,1,8,2
4376,08-01-2014,cereals,2014,1,8,2
2933,08-01-2014,seasonal products,2014,1,8,2
3722,08-01-2014,whole milk,2014,1,8,2
3524,08-01-2014,semi-finished bread,2014,1,8,2
3628,08-01-2014,nut snack,2014,1,8,2
2834,08-01-2014,sliced cheese,2014,1,8,2
3882,08-01-2014,hard cheese,2014,1,8,2
1759,08-01-2014,dog food,2014,1,8,2
3628,08-01-2014,chocolate marshmallow,2014,1,8,2
1291,08-01-2014,mustard,2014,1,8,2
3628,08-01-2014,yogurt,2014,1,8,2
1291,08-01-2014,rolls/buns,2014,1,8,2
3628,08-01-2014,female sanitary products,2014,1,8,2
2834,08-01-2014,shopping bags,2014,1,8,2
3882,08-01-2014,sweet spreads,2014,1,8,2
3694,08-01-2014,dish cleaner,2014,1,8,2
4104,09-01-2014,white wine,2014,1,9,3
2666,09-01-2014,root vegetables,2014,1,9,3
2528,09-01-2014,sausage,2014,1,9,3
2765,09-01-2014,herbs,2014,1,9,3
2515,09-01-2014,misc. beverages,2014,1,9,3
3382,09-01-2014,candy,2014,1,9,3
3407,09-01-2014,bottled water,2014,1,9,3
1374,09-01-2014,sugar,2014,1,9,3
3142,09-01-2014,pasta,2014,1,9,3
2927,09-01-2014,packaged fruit/vegetables,2014,1,9,3
4342,09-01-2014,ham,2014,1,9,3
1827,09-01-2014,soda,2014,1,9,3
3219,09-01-2014,tropical fruit,2014,1,9,3
4432,09-01-2014,root vegetables,2014,1,9,3
3863,09-01-2014,turkey,2014,1,9,3
4559,09-01-2014,rolls/buns,2014,1,9,3
4277,09-01-2014,pip fruit,2014,1,9,3
4201,09-01-2014,pip fruit,2014,1,9,3
3475,09-01-2014,whole milk,2014,1,9,3
1587,09-01-2014,hygiene articles,2014,1,9,3
4938,09-01-2014,brown bread,2014,1,9,3
4523,09-01-2014,specialty chocolate,2014,1,9,3
4104,09-01-2014,coffee,2014,1,9,3
2666,09-01-2014,UHT-milk,2014,1,9,3
2528,09-01-2014,soda,2014,1,9,3
2765,09-01-2014,grapes,2014,1,9,3
2515,09-01-2014,shopping bags,2014,1,9,3
3382,09-01-2014,tropical fruit,2014,1,9,3
3407,09-01-2014,cream cheese ,2014,1,9,3
1374,09-01-2014,bottled water,2014,1,9,3
3142,09-01-2014,cream cheese ,2014,1,9,3
2927,09-01-2014,popcorn,2014,1,9,3
4342,09-01-2014,whole milk,2014,1,9,3
1827,09-01-2014,pastry,2014,1,9,3
3219,09-01-2014,waffles,2014,1,9,3
4432,09-01-2014,butter,2014,1,9,3
3863,09-01-2014,frozen dessert,2014,1,9,3
4559,09-01-2014,frozen vegetables,2014,1,9,3
4277,09-01-2014,butter,2014,1,9,3
4201,09-01-2014,whipped/sour cream,2014,1,9,3
3475,09-01-2014,canned fish,2014,1,9,3
1587,09-01-2014,skin care,2014,1,9,3
4938,09-01-2014,dessert,2014,1,9,3
4523,09-01-2014,domestic eggs,2014,1,9,3
1284,09-01-2014,salty snack,2014,1,9,3
3957,09-01-2014,salty snack,2014,1,9,3
2591,09-01-2014,soda,2014,1,9,3
1832,09-01-2014,spread cheese,2014,1,9,3
2675,09-01-2014,UHT-milk,2014,1,9,3
3846,09-01-2014,canned vegetables,2014,1,9,3
4559,09-01-2014,frozen vegetables,2014,1,9,3
3407,09-01-2014,bottled beer,2014,1,9,3
1374,09-01-2014,cream cheese ,2014,1,9,3
2528,09-01-2014,butter,2014,1,9,3
2765,09-01-2014,whipped/sour cream,2014,1,9,3
2515,09-01-2014,yogurt,2014,1,9,3
3382,09-01-2014,rolls/buns,2014,1,9,3
3863,09-01-2014,shopping bags,2014,1,9,3
1284,09-01-2014,soups,2014,1,9,3
3957,09-01-2014,newspapers,2014,1,9,3
2591,09-01-2014,beverages,2014,1,9,3
1832,09-01-2014,specialty chocolate,2014,1,9,3
2675,09-01-2014,cling film/bags,2014,1,9,3
3846,09-01-2014,dental care,2014,1,9,3
1664,10-01-2014,rolls/buns,2014,1,10,4
3617,10-01-2014,liquor (appetizer),2014,1,10,4
3709,10-01-2014,pastry,2014,1,10,4
4749,10-01-2014,finished products,2014,1,10,4
1694,10-01-2014,tropical fruit,2014,1,10,4
3119,10-01-2014,meat,2014,1,10,4
1548,10-01-2014,long life bakery product,2014,1,10,4
4300,10-01-2014,citrus fruit,2014,1,10,4
1018,10-01-2014,curd,2014,1,10,4
3687,10-01-2014,rolls/buns,2014,1,10,4
4060,10-01-2014,other vegetables,2014,1,10,4
1442,10-01-2014,specialty bar,2014,1,10,4
4501,10-01-2014,brown bread,2014,1,10,4
1910,10-01-2014,sliced cheese,2014,1,10,4
4900,10-01-2014,whole milk,2014,1,10,4
2243,10-01-2014,meat,2014,1,10,4
3462,10-01-2014,citrus fruit,2014,1,10,4
4234,10-01-2014,berries,2014,1,10,4
2453,10-01-2014,salty snack,2014,1,10,4
2232,10-01-2014,beef,2014,1,10,4
4797,10-01-2014,white wine,2014,1,10,4
1738,10-01-2014,yogurt,2014,1,10,4
1664,10-01-2014,misc. beverages,2014,1,10,4
3617,10-01-2014,candy,2014,1,10,4
3709,10-01-2014,syrup,2014,1,10,4
4749,10-01-2014,dessert,2014,1,10,4
1694,10-01-2014,dessert,2014,1,10,4
3119,10-01-2014,whole milk,2014,1,10,4
1548,10-01-2014,bottled beer,2014,1,10,4
4300,10-01-2014,yogurt,2014,1,10,4
1018,10-01-2014,long life bakery product,2014,1,10,4
3687,10-01-2014,other vegetables,2014,1,10,4
4060,10-01-2014,domestic eggs,2014,1,10,4
1442,10-01-2014,candles,2014,1,10,4
4501,10-01-2014,processed cheese,2014,1,10,4
1910,10-01-2014,sugar,2014,1,10,4
4900,10-01-2014,root vegetables,2014,1,10,4
2243,10-01-2014,tropical fruit,2014,1,10,4
3462,10-01-2014,other vegetables,2014,1,10,4
4234,10-01-2014,beverages,2014,1,10,4
2453,10-01-2014,napkins,2014,1,10,4
2232,10-01-2014,flour,2014,1,10,4
4797,10-01-2014,rolls/buns,2014,1,10,4
1738,10-01-2014,rolls/buns,2014,1,10,4
3617,10-01-2014,misc. beverages,2014,1,10,4
2138,10-01-2014,bottled water,2014,1,10,4
2243,10-01-2014,yogurt,2014,1,10,4
3462,10-01-2014,dessert,2014,1,10,4
4234,10-01-2014,pastry,2014,1,10,4
2453,10-01-2014,sugar,2014,1,10,4
1694,10-01-2014,rolls/buns,2014,1,10,4
3119,10-01-2014,whole milk,2014,1,10,4
1694,10-01-2014,long life bakery product,2014,1,10,4
3119,10-01-2014,yogurt,2014,1,10,4
1664,10-01-2014,soda,2014,1,10,4
2243,10-01-2014,candles,2014,1,10,4
3462,10-01-2014,bottled beer,2014,1,10,4
4234,10-01-2014,napkins,2014,1,10,4
2138,10-01-2014,whisky,2014,1,10,4
4060,10-01-2014,napkins,2014,1,10,4
1209,11-01-2014,sausage,2014,1,11,5
1868,11-01-2014,whole milk,2014,1,11,5
2428,11-01-2014,other vegetables,2014,1,11,5
2391,11-01-2014,whole milk,2014,1,11,5
1981,11-01-2014,whole milk,2014,1,11,5
1169,11-01-2014,soda,2014,1,11,5
1167,11-01-2014,rolls/buns,2014,1,11,5
1307,11-01-2014,other vegetables,2014,1,11,5
2499,11-01-2014,other vegetables,2014,1,11,5
1148,11-01-2014,soda,2014,1,11,5
4066,11-01-2014,fruit/vegetable juice,2014,1,11,5
1889,11-01-2014,whole milk,2014,1,11,5
1209,11-01-2014,dessert,2014,1,11,5
1868,11-01-2014,yogurt,2014,1,11,5
2428,11-01-2014,domestic eggs,2014,1,11,5
2391,11-01-2014,misc. beverages,2014,1,11,5
1981,11-01-2014,fruit/vegetable juice,2014,1,11,5
1169,11-01-2014,detergent,2014,1,11,5
1167,11-01-2014,other vegetables,2014,1,11,5
1307,11-01-2014,rolls/buns,2014,1,11,5
2499,11-01-2014,beverages,2014,1,11,5
1148,11-01-2014,other vegetables,2014,1,11,5
4066,11-01-2014,chewing gum,2014,1,11,5
1889,11-01-2014,soups,2014,1,11,5
1235,11-01-2014,bottled water,2014,1,11,5
1130,11-01-2014,margarine,2014,1,11,5
4510,11-01-2014,whole milk,2014,1,11,5
2499,11-01-2014,ice cream,2014,1,11,5
2428,11-01-2014,semi-finished bread,2014,1,11,5
2499,11-01-2014,shopping bags,2014,1,11,5
1235,11-01-2014,soda,2014,1,11,5
1130,11-01-2014,soda,2014,1,11,5
4510,11-01-2014,cream cheese ,2014,1,11,5
3493,12-01-2014,beef,2014,1,12,6
4426,12-01-2014,berries,2014,1,12,6
4614,12-01-2014,sausage,2014,1,12,6
1813,12-01-2014,meat,2014,1,12,6
1743,12-01-2014,root vegetables,2014,1,12,6
2239,12-01-2014,curd,2014,1,12,6
4753,12-01-2014,whole milk,2014,1,12,6
2242,12-01-2014,frozen vegetables,2014,1,12,6
3031,12-01-2014,whole milk,2014,1,12,6
2560,12-01-2014,shopping bags,2014,1,12,6
3837,12-01-2014,newspapers,2014,1,12,6
4814,12-01-2014,pip fruit,2014,1,12,6
1964,12-01-2014,soda,2014,1,12,6
4453,12-01-2014,rolls/buns,2014,1,12,6
2766,12-01-2014,pork,2014,1,12,6
2668,12-01-2014,whole milk,2014,1,12,6
4020,12-01-2014,whole milk,2014,1,12,6
3493,12-01-2014,candy,2014,1,12,6
4426,12-01-2014,pip fruit,2014,1,12,6
4614,12-01-2014,newspapers,2014,1,12,6
1813,12-01-2014,chocolate,2014,1,12,6
1743,12-01-2014,whipped/sour cream,2014,1,12,6
2239,12-01-2014,yogurt,2014,1,12,6
4753,12-01-2014,white wine,2014,1,12,6
2242,12-01-2014,butter,2014,1,12,6
3031,12-01-2014,specialty bar,2014,1,12,6
2560,12-01-2014,other vegetables,2014,1,12,6
3837,12-01-2014,bottled water,2014,1,12,6
